01003018	0-0 12-11 15-12 17-15 18-16 2-2 3-4 4-5 5-7 8-8 9-9
01010010	1-2 12-9 13-10 14-11 15-12 16-15 17-16 7-4 8-7 9-8
01027033	0-0 1-2 11-16 15-22 16-24 17-27 18-26 20-25 21-28 22-29 23-30 26-33 27-35 30-39 31-41 35-43 38-44 39-45 4-12 40-46 6-13 7-14 8-15
01029027	10-9 15-10 19-12 20-11 21-22 22-24 24-14 25-25 5-2 6-5 7-6 8-7
01036011	0-0 1-1 10-11 11-12 12-13 13-14 14-15 3-3 4-5 5-6 6-7 7-8
01036016	0-2 1-3 10-17 12-19 13-21 14-25 15-26 17-28 18-30 19-31 2-6 20-32 21-33 3-7 4-10 5-11 7-13 8-15 9-16
01046014	1-0 10-9 2-1 3-2 4-3 5-4 6-5 7-6 8-7
01048002	1-2 10-14 11-15 12-16 13-17 15-19 16-20 17-21 18-22 19-24 20-25 22-26 23-27 24-28 25-29 3-7 5-8 6-10 7-11 8-12
01048010	1-3 10-9 12-10 13-12 15-14 16-15 18-16 22-19 23-20 24-21 25-22 26-23 3-1 31-30 32-32 33-31 34-33 4-4 5-5 6-6 7-7 9-8
02019018	0-1 1-3 10-15 14-19 15-20 16-21 17-22 19-23 2-4 22-24 23-26 25-27 26-28 27-29 28-32 29-31 30-33 31-34 33-37 5-7 6-8 7-9 9-12
02022002	1-0 10-12 11-13 13-10 14-14 15-15 18-16 19-19 20-20 21-21 22-22 23-25 3-2 4-3 5-4 6-7 9-11
02028017	12-13 13-14 14-1 19-18 2-8 20-19 21-20 25-24 3-9 6-6
02032026	10-10 12-11 13-14 14-16 15-17 17-19 2-2 21-13 24-21 25-22 26-23 27-26 28-27 3-3 30-30 31-31 4-4 5-5 7-6 8-7 9-9
02039010	1-0 13-9 14-10 19-14 21-16 22-17 25-20 3-4 4-5 5-3 7-7
03013057	1-0 16-11 18-13 19-14 2-1 29-34 3-2 30-35 32-36 33-37 35-39 36-40 4-4 5-5 6-6 7-7
03014043	1-0 10-16 16-21 17-22 19-19 2-1 20-20 21-23 3-2 4-6 5-7 6-8 7-9 8-11 9-15
03015031	14-9 15-11 16-12 18-13 19-14 2-0 20-15 21-18 22-19 24-22 25-23 26-24 29-25 30-26 31-28 32-29 5-2 6-5
03017013	10-9 11-17 13-19 14-20 15-22 16-23 18-24 19-25 20-29 23-30 24-31 25-32 26-34 27-33 28-35 29-36 3-5 30-37 4-6 6-8 8-12
03026016	0-1 11-9 12-10 14-12 15-13 18-16 19-18 20-20 21-21 23-22 24-23 25-25 26-24 28-26 29-27 30-29 31-31 33-32 35-33 36-34 37-37 39-38 40-39 42-41 44-42 7-7 9-8
04003008	0-0 1-1 10-9 11-10 13-11 14-12 20-25 24-30 26-31 27-32 28-33 4-3 5-4 6-5 7-6 8-7 9-8
04003027	0-0 1-1 11-16 12-17 18-27 20-28 6-3 7-6 8-7 9-11
04006009	10-14 11-15 17-16 18-17 2-0 20-19 22-21 24-22 25-23 26-24 27-25 28-26 3-1 30-32 31-33 32-34 33-35 4-2 5-3 6-4
04011008	0-0 1-1 13-17 14-15 17-18 18-19 19-20 20-21 22-24 24-25 26-26 30-29 31-32 32-33 35-37 41-41 42-42 6-7 8-8
04011020	0-0 10-18 11-17 12-12 13-13 14-15 15-19 18-21 19-23 2-1 20-24 21-25 23-27 25-28 26-29 27-31 28-33 29-34 3-3 30-35 31-39 32-40 33-41 34-42 35-43 36-45 38-46 39-47 4-2 41-49 44-52 45-53 6-5 7-7 9-10
04014019	10-2 11-3 12-4 13-5 15-13 16-14 17-15 18-16 2-9 20-20 25-22 26-23 28-24 3-10 4-8 5-11 6-12 7-0 9-1
04026026	1-0 10-14 11-26 12-27 15-15 17-17 18-18 2-1 29-31 3-2 5-5 6-6 8-7
04033001	0-0 11-7 13-8 15-12 18-19 19-20 2-1 20-21 21-22 22-23 23-24 24-26 25-27 3-2 6-10 7-3 9-6
04033022	0-0 1-1 2-3 3-5 4-6 6-8 7-9
04033023	0-0 2-3 3-5 4-6 5-7 6-9 7-11 8-12
05006007	0-2 13-16 15-18 16-19 20-22 21-23 22-24 23-26 24-27 26-28 27-29 28-30 3-4 30-32 31-33 4-5 5-6 6-10 7-9 9-11
05008011	1-0 10-6 11-7 14-13 15-14 16-15 17-16 18-17 19-21 20-19 21-20 22-18 23-23 24-24 27-25 29-27 30-28 6-1 8-3 9-5
05017009	0-1 1-2 10-10 12-18 13-12 19-14 2-3 20-19 21-22 24-24 25-25 26-27 28-26 29-29 3-4 30-30 31-31 4-5 7-7 8-8 9-9
06009021	0-0 12-18 13-16 18-21 19-22 24-26 30-29 31-31 6-1 7-2 8-8
06009023	0-1 1-2 14-18 15-19 16-22 18-23 19-24 2-0 20-25 21-26 22-27 23-28 24-29 5-3 6-4 7-6
06009027	0-5 1-6 10-15 12-16 13-18 14-19 16-20 17-21 19-23 2-1 20-24 21-25 22-26 24-29 26-30 27-31 32-33 33-34 36-36 37-37 6-13 7-11 8-14
06011017	0-0 1-2 12-11 13-12 14-13 16-15 17-18 18-21 19-23 2-3 20-24 21-25 22-26 23-27 24-28 25-29 27-32 34-36 35-37 4-4 5-5 6-6 7-7
06012007	0-0 10-6 11-9 12-10 15-18 17-11 19-15 2-1 20-16 21-20 22-21 24-22 25-23 26-24 27-25 28-26 3-2 30-29 31-30 33-31 34-32 35-33 36-34 38-38 39-39 40-36 41-37 42-40 44-41 46-42 47-43 49-45 51-47 52-49 54-50 7-3 8-4 9-5
06019033	0-0 1-1 15-19 23-23 24-24 4-10
07001005	10-7 17-12 18-13 19-14 20-16 21-17 4-0 5-1 6-2 8-4
07015005	0-1 1-2 11-10 12-11 14-12 15-13 2-3 23-22 28-28 30-29 32-30 6-7 8-8 9-9
09003011	0-0 10-9 11-10 14-11 15-14 16-12 17-13 2-2 21-18 22-19 23-20 24-21 29-22 3-3 30-23 4-4 5-5 6-6 8-7 9-8
09009009	1-0 10-7 12-8 13-9 14-10 16-11 18-12 19-13 2-1 20-14 22-16 25-17 26-18 27-19 29-20 3-2 30-21 31-26 33-24 36-22 37-23 39-30 4-3 40-31 41-32 5-4 7-5 8-6
09012023	12-5 13-6 15-8 16-10 19-13 20-14 21-15 22-16 24-17 26-19 27-18 28-20 29-25 32-21 33-22 34-24 35-26 4-0 8-2
09017018	1-1 10-9 11-10 12-12 13-13 14-14 15-15 17-20 2-2 24-27 3-3 4-4 5-5 7-6 8-7 9-8
10001022	0-0 1-1 10-9 12-11 13-12 15-13 16-14 17-15 18-16 19-17 2-2 21-18 22-19 24-21 25-22 26-23 28-26 29-25 3-3 31-29 5-4 6-5
10002025	10-12 13-13 17-17 20-20 22-21 23-22 24-23 3-2 4-3 6-8 7-10
10005023	1-0 11-9 13-13 14-12 17-14 19-15 2-1 21-17 23-19 24-22 25-23 27-24 31-26 32-27 5-7 6-4 7-5 9-8
10010016	0-0 10-15 11-16 12-17 13-18 15-23 19-29 2-4 21-27 24-30 3-2 4-7 5-9 7-11 8-12 9-14
10010017	1-3 10-8 11-9 12-10 13-11 14-12 15-14 16-15 17-16 18-17 19-18 20-19 21-20 27-25 28-27 29-29 3-1 30-32 32-30 33-33 6-4 8-6 9-7
10013015	0-0 1-1 14-9 17-12 18-15 19-14 26-21 27-22 30-24 32-25 6-7
10020026	0-0 1-1 3-3 4-4 5-8 8-9
10023012	1-0 10-6 11-7 13-9 15-11 16-12 17-13 18-14 21-16 23-18 26-20 27-21 28-22 29-23 4-2 5-3 7-4 8-5
11002027	0-0 1-1 10-12 13-16 15-19 16-20 17-21 18-27 19-28 2-2 20-22 21-23 22-24 23-25 24-26 25-29 3-3 4-4 5-5 6-6 7-9 9-11
11004003	0-0 1-1 10-11 11-13 13-15 15-18 16-19 2-2 3-3 4-4 5-5 8-9 9-10
11004012	0-0 1-2 10-11 12-12 16-16 18-18 19-19 20-21 21-22 22-23 28-29 3-4 30-31 31-32 5-6 6-7 7-8 8-9 9-10
11006006	1-1 11-12 12-13 13-15 14-16 15-17 17-19 18-21 19-23 21-26 22-24 23-31 25-33 28-29 29-35 3-2 30-36 35-41 36-42 37-46 38-43 39-47 4-5 5-6 7-7
11007031	1-7 10-30 18-19 19-20 2-8 20-21 21-22 22-23 23-24 24-33 25-11 30-36 31-37 32-38 35-42 39-44 40-45 41-48 42-49 43-50 44-51 49-53 50-54 51-56 52-57 53-58 8-9 9-10
11007045	0-0 10-11 11-12 12-19 14-18 15-14 16-15 18-21 19-22 2-2 20-23 22-25 23-26 25-28 26-27 27-29 3-4 4-5 6-7 7-8 8-9 9-10
11022010	0-18 10-4 11-5 12-7 13-8 14-9 15-11 16-12 17-14 18-15 19-16 2-20 24-27 26-28 27-29 28-30 29-31 3-22 30-32 31-33 32-34 33-35 34-36 35-37 36-38 37-39 38-40 39-41 40-42 7-1 9-3
12008011	13-14 15-0 16-1 17-2 20-16 21-17 4-9 5-4 6-3 7-5 9-7
12011004	1-0 10-10 19-15 2-1 24-22 25-24 26-25 27-26 28-27 29-28 3-2 31-30 32-31 33-32 34-33 36-34 37-35 38-36 39-37 4-4 40-39 41-38 43-40 44-41 45-42 46-43 47-44 49-46 5-5 52-49 53-51 54-50 55-52 56-55 58-53 59-56 7-7 8-8 9-9
12011019	0-0 1-1 11-12 13-11 14-13 15-14 16-15 17-16 18-17 20-18 21-19 22-20 24-21 26-24 27-25 28-23 29-26 30-27 31-28 32-29 34-31 36-35 37-36 38-37 39-38 42-41 43-43 44-44 46-46 47-47 57-53 58-54 59-57 6-4 60-55 61-58 7-5 8-6
12015016	10-19 11-3 12-4 13-5 18-12 19-13 21-20 22-21 23-23 25-24 26-25 27-26 28-27 29-29 3-1 33-30 35-34 36-35 37-37 38-36 39-38 5-14 8-15 9-16
12021012	10-10 13-11 14-12 16-13 20-22 21-16 22-17 23-18 24-20 26-25 27-26 28-27 29-28 3-1 33-29 35-30 36-32 5-5 6-6 7-7 8-8
13001036	1-0 11-10 12-11 13-12 14-13 16-14 18-16 19-17 2-1 3-2 4-3 5-4 6-5 7-6 8-7
13003021	1-0 12-10 13-11 18-20 19-21 2-1 21-25 22-26 23-27 3-2 4-3 5-4 6-5 7-6 8-7
13004041	1-1 10-11 11-12 12-14 13-15 14-16 15-17 16-18 17-19 19-32 20-33 21-20 22-21 23-22 25-23 26-24 27-25 28-27 29-28 39-36 40-37 43-40 44-41 46-43 47-44 48-45 49-46 5-6 50-48 51-49 52-52 53-53 54-54 55-55 56-56 6-8 8-9 9-10
13006068	0-0 1-4 3-5 4-9
13007033	1-0 10-9 15-14 16-17 2-1 3-2 4-3 6-5 8-7 9-6
13008032	1-0 10-4 11-6 12-5 13-9 14-11 15-12 16-7 17-8 18-17 6-1 8-2 9-3
13009037	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7
13009038	0-0 10-9 11-11 12-12 13-7 14-8 15-17 3-1 6-3 7-4 8-6 9-5
13011014	1-0 10-6 15-11 16-12 17-13 18-14 23-18 26-20 27-21 28-22 29-23 5-3 7-4 8-5
13011044	10-11 5-6 6-7 8-9 9-10
13014014	1-0 10-7 12-9 14-13 15-12 2-1 20-17 22-18 23-20 24-23 25-24 27-25 31-27 32-28 4-3 5-2 6-4 7-5 8-6 9-8
13018008	11-0 12-1 13-3 14-4 15-5 17-6 2-9 20-17 25-22 26-21 27-23 28-24 29-25 3-11 30-26 31-27 32-29 33-28 34-30 4-12 5-13 9-15
13023019	1-0 10-11 11-12 12-13 13-14 14-16 15-17 16-19 17-20 18-22 19-23 2-1 20-24 3-2 4-3 5-4 6-6 8-8 9-9
13024022	0-0 10-8 11-9 12-10 13-11 2-1 3-2 4-3 5-4 6-5 8-6 9-7
13024023	1-0 10-7 11-8 12-9 13-10 14-11 15-12 17-14 18-15 19-16 2-1 20-17 3-2 4-3 5-4 8-5 9-6
13025008	0-8 1-9 12-3 13-4 14-5 15-6 16-15 3-10 4-11 5-12
13026023	0-0 1-1 10-10 12-12 2-2 3-3 5-5 6-6 7-7 8-8 9-9
13026029	0-0 1-1 15-14 16-15 17-16 18-17 19-18 2-2 20-19 21-20 22-21 5-5 6-6 7-7 8-8
13026031	12-31 15-33 16-34 17-36 19-16 20-17 21-18 22-21 23-22 25-20 28-13 29-14 32-25 34-37 35-43 37-40 41-39 42-45 43-46 44-47 45-48 46-49 5-8 6-9 8-11 9-29
13026032	0-3 11-6 13-16 14-17 15-18 16-20 18-22 19-23 20-25 26-28 27-29 28-31 29-32 30-33 32-36 35-37 36-38 37-39 38-40 4-14 42-44 43-45 44-46 45-47 46-48 48-49 49-50 5-15 50-51 6-1 9-8
13027004	1-2 10-10 11-12 12-13 13-14 14-15 15-16 17-19 18-20 19-21 2-3 20-22 21-23 24-31 25-32 28-28 29-33 3-4 4-5 6-6 7-7 8-8 9-9
14011023	0-0 1-1 10-11 11-12 12-13 13-14 14-15 15-17 16-18 18-19 19-20 2-3 20-21 21-23 22-22 23-24 24-25 25-27 26-26 28-29 31-38 32-40 33-35 34-36 35-41 7-7 8-8 9-10
14018009	0-18 10-4 11-5 12-7 13-8 14-9 15-11 16-12 17-14 18-15 19-16 2-20 21-28 24-30 26-31 28-33 29-34 3-22 30-35 31-36 32-37 33-38 34-39 35-40 36-41 37-42 38-43 39-44 4-21 40-45 5-23 9-3
14022004	0-0 1-1 10-12 11-13 12-14 14-16 17-17 18-18 19-21 2-5 20-25 21-26 23-23 25-20 27-28 29-29 30-30 31-31 32-32 4-6 5-7 6-8 8-10 9-11
14034013	14-9 15-14 18-15 20-16 21-17 23-19 24-20 25-21 4-4 6-1 7-2 8-3
14036014	10-7 11-8 16-12 17-13 18-14 19-15 2-0 20-16 22-17 24-18 25-20 26-22 27-23 28-24 29-25 3-1 31-27 32-28 34-29 35-30 36-31 37-32 38-33 39-34 4-2 5-3 7-4 8-5 9-6
15005008	0-1 1-2 10-11 11-12 12-13 13-14 14-15 15-16 16-17 18-18 19-19 20-20 24-23 25-21 26-24 28-25 29-29 3-3 32-31 33-34 34-35 35-36 36-37 37-38 38-39 39-40 4-4 44-43 5-5 53-47 6-7 7-8 8-9 9-10
15008023	1-6 10-15 11-16 12-18 13-17 15-19 2-7 3-8 5-12 6-13 8-4
16003008	0-3 1-5 10-2 14-12 16-19 17-20 30-24 31-25 33-27 35-28 37-29 38-31 39-30 40-32 6-6 7-10 8-11
16003031	10-7 17-10 18-11 2-1 20-12 22-13 23-14 24-15 25-16 26-17 27-19 28-22 29-20 30-23 31-24 35-26 36-27 38-29 39-30 4-2 40-31 7-4 8-5 9-6
16003032	1-6 10-14 12-1 13-2 14-4 17-17 2-7 3-8 5-10 6-11 7-12 9-16
