64000013	0-1 1-1 2-0 3-2 4-3 6-4 7-5 8-6 9-12 10-11 11-8 12-9 13-10 14-13
42010038	0-1 1-4 2-2 2-3 3-5 4-6 5-9 6-8 7-10 8-12 9-13 10-11 12-14 13-15 15-16 16-17 17-19 17-20 18-21
49004014	0-1 1-1 2-2 3-3 4-4 5-5 6-5 7-6 8-7 9-7 10-8 11-10 11-11 11-9 13-15 13-16 14-13 14-14 16-23 16-24 17-19 18-21 18-22 19-25
40025017	0-0 1-2 1-3 2-2 2-3 3-1 4-4 5-5 6-6 7-7
41016011	0-1 1-2 2-1 3-2 5-3 6-4 7-4 8-5 10-8 11-6 12-6 13-6 15-9 16-9 17-9 18-10
45002013	0-1 1-0 2-4 3-2 3-3 5-5 6-8 6-10 7-6 8-11 9-12 10-15 11-13 11-14 12-16 13-17
43001001	0-1 1-2 2-3 2-4 4-6 5-7 5-8 6-9 7-11 7-12 8-10 10-14 11-17 11-18 12-16 13-15
44024012	0-1 1-5 2-5 3-5 4-6 5-8 6-7 7-9 8-10 9-11 9-13 10-12 13-3 13-4 15-14 16-16 16-17 17-18 18-20 18-21 19-22
42015024	0-0 1-1 2-4 3-2 3-3 4-6 5-5 6-7 7-8 8-8 10-10 11-10 12-11 13-12 14-13 15-13 16-13 17-14 18-14 19-15 20-16 21-16 22-17 23-17 24-18
42022016	0-1 1-0 2-0 3-2 5-3 6-7 7-8 8-4 9-7 11-10 11-9 13-11 14-11 15-15 15-16 16-13 16-14 17-17 18-17
46008010	0-1 1-0 2-2 3-3 4-4 6-5 7-6 8-7 10-10 11-9 12-9 13-11 14-12 15-15 16-13 16-14 18-17 19-17 20-17 21-16 23-18 24-21 24-22 25-21 25-22 26-20 26-23
48001020	0-1 1-0 2-2 3-3 4-4 5-5 7-7 7-8 9-6 13-10 13-9 14-11 15-12
60002003	0-0 2-1 3-1 5-2 6-4 6-5 8-3 9-6 10-6
45008023	0-0 1-1 4-4 5-5 6-6 8-6 9-11 10-10 10-9 11-7 11-8 12-12 13-13 14-18 15-17 17-20 18-19 20-26 21-24 21-25 22-22 22-23 23-27
