26042013	0-0 2-1 22-22 24-23 26-26 28-30 3-2 42-40 43-41 44-43 46-44 50-47
18029017	1-1 2-3 6-7
07012002	0-2 1-1 12-12 16-14 17-15 18-16 2-3 20-17 22-18 27-22
26027011	12-12 21-19 6-6 7-7
03022026	0-0 1-2 2-3 3-4
19106041	0-0 4-4 5-3 9-8
01011012	10-10 8-8
01050021	0-2 1-1 11-9 14-10 16-11 2-3 4-4 5-5 6-6 7-7
20019021	0-0 2-4 6-5 7-7 8-6
08004018	6-5 7-7
07004014	0-0 1-4 12-9 15-12 19-16 21-17 22-19 23-20 25-22 32-24 35-31 36-32 8-6 9-7
33004014	0-0 16-15 18-16 7-2 9-6
05018014	0-0 13-16 16-20 17-17 18-21 2-2 21-22 4-5 5-6
02009023	0-0 1-2 12-14 21-20 24-21 25-22 26-24 3-4 8-9
09012006	0-2 11-10 12-11 13-13 14-14 15-15 17-18 18-21 19-20 2-5 7-6 9-7
09008018	10-11 14-14 16-17 18-21 9-12
01018022	0-0 15-14 3-3 6-10
26039013	0-2 1-5 10-8 18-12 2-3 20-13 21-14 6-6 7-7
07003027	0-0 10-15 16-19 17-20 6-10 7-9 9-11
17001014	0-0
12009035	3-1 7-5 9-6
38006002	
01007011	13-9 15-17 16-13 22-23 28-30 30-31 5-7
11007022	11-11
09017038	1-2 10-11 4-4
18002011	0-0 13-15 15-16 23-22 24-23 36-37 5-6 6-8
13008005	2-3
04033014	0-0 11-12 12-14 13-15 2-1 5-5 6-7 8-11 9-9
09022009	0-0 1-4 11-11 13-12 16-13 19-15 23-20 26-21 7-10
08002021	0-0 14-13 18-15 2-2 23-19 26-17 29-23 9-8
18036011	0-0 9-3
27007024	0-0
06008006	0-0 10-8 12-9 14-10 20-14 28-19 9-5
06015015	0-0 1-1 2-3 7-7 8-9 9-8
12001001	0-7 3-2 5-4
05032030	0-0 1-2 10-7 12-8 14-9 19-14 3-3 7-5
03007019	11-8 17-11 25-17 29-19 9-6
09011001	0-4 11-11 22-21 3-6 4-9 8-12
18022024	0-1 2-3 5-8
23043003	0-0 1-1 18-9 24-12 3-2 6-3 8-5 9-4
13002047	0-0 2-1 4-9
01047017	0-0 13-22 25-27 26-31 28-32 7-6 8-7
