01003018	0-0 2-2 3-4 4-5 5-7 6-3 7-1 8-8 9-9 10-10 12-11 13-12 14-13 15-14 17-15 18-16
01010010	1-2 3-3 4-0 5-1 7-4 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-15 17-16
01027033	0-0 1-2 2-4 3-10 4-12 5-13 7-14 8-15 11-16 13-18 15-22 16-24 17-27 20-25 21-28 22-29 23-30 24-32 26-33 27-35 28-36 29-38 30-39 31-41 32-40 33-42 35-43 38-44 39-45 40-46
01029027	0-0 1-4 5-2 6-5 7-6 8-7 10-9 11-8 14-11 15-10 19-12 20-18 21-22 22-24 23-15 24-14 25-25
01036011	0-0 1-1 2-2 3-3 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15
01036016	0-2 1-3 2-6 3-7 4-10 5-11 6-12 7-13 8-15 9-16 10-17 11-18 12-19 13-21 14-25 15-26 16-27 17-28 18-30 19-31 20-32 21-33
01046014	1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9
01048002	1-2 3-1 4-8 5-9 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-24 20-25 22-26 23-27 24-28 25-29
01048010	1-3 3-1 4-4 5-5 6-6 7-7 9-8 10-9 12-10 13-12 15-14 16-15 18-16 21-17 22-19 23-20 24-21 25-22 26-23 27-24 29-28 30-25 31-30 32-32 33-31 34-33
02019018	0-1 1-3 2-4 4-6 5-7 6-8 7-9 9-12 10-15 11-16 12-13 13-18 14-19 15-20 16-21 17-22 19-23 22-24 23-26 25-27 26-28 27-29 28-30 29-31 30-33 31-34 32-35 33-37
02022002	1-0 2-1 3-2 4-3 5-4 6-7 8-9 9-11 10-12 11-13 14-14 15-15 16-16 18-18 19-17 20-20 21-21 22-22 23-25
02028017	0-0 2-8 3-9 4-10 6-6 7-7 8-1 9-12 12-13 13-14 15-4 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24
02032026	1-0 2-2 3-3 4-4 5-5 7-6 8-7 9-9 10-10 11-11 13-15 14-16 15-17 17-19 21-13 22-20 24-21 25-22 26-23 27-26 28-27 29-28 30-30 31-31
02039010	1-0 2-2 3-4 4-5 5-6 7-7 8-3 9-1 10-8 13-9 14-10 17-12 18-13 19-14 21-16 22-17 23-18 24-19 25-20
03013057	1-0 2-1 3-2 4-4 5-5 6-6 7-7 13-10 15-15 16-16 17-17 18-13 19-14 20-18 21-22 23-23 24-25 25-28 28-31 29-34 30-35 31-36 33-37 34-38 35-39 36-40
03014043	1-0 2-1 3-2 4-6 5-7 6-8 7-9 8-11 9-15 10-16 11-13 13-14 15-4 16-21 17-22 18-18 19-19 20-20 21-23
